Solbee Chak| Its not a matter past is past as human w all do mistakes n frm dat only we learn.......... Sunny you r grt i hv full love n respect for you....... U r a bright star which is only about to shine more brighter
Akshada Pandit| The person like bhupendra made indians ashamed..And me being an indian m proud of sunny..  She deserves a massive respect
Akshada Pandit| Sunny is just awsome person...  I really respect u a lot..  Its a pride of bollywood that we got karenjeet kaur...  Hats off dear...  N someone plzz teach the interviewer some manners...
Bhagavad gita| We respect you sunny leone
Sushovan Nayak| Bhupendra uncle you must consult to a good doctor
Sia Sharma| This man is shit
BIG T| This guy
Rajvir Singh| He is just forcing her to say that she had a mistake being a pornstar What kind of interviewer is he?
Jack patel| never seen someone so rude and arrogant, seems he is getting pay just for insulting someone
public p| She is having a great personality. I respect her.
Laksh Krishnan| We don't have the rights to judge someone.  I adore her.!
My world| He is not even letting her speak.. He is keep asking her multiple questions at the same time.
kamal khanuja| Interviewer is a BIG ASS...
Chris Tashi| Yeeeee....she has share stage with srk and Salman ....🌹such a blow to this bald man
Sushmita Pal| Such a fuck'n shit bald interviewer...he should be slapped hard
Mc Marcelly| Olhaaa que lindooo *_* https://youtu.be/I7T9IPCtpDg I Se inscreva no canal e ative as notificações, tem vídeo novo!!  :)
Laksh Priya| he's wondering if he's morally corrupted ..lol dude I think u r cuz u do not hv an ethical status to question any women like tat ...
Sudeshna Raychaudhuri| The guy is a moron.
Moryom Panyang| Well bhupendra,  u really are morally corrupted person by yourself, don't blame  her . you embelished off how  antilibertic  orthodox you are . How can a person be so rude , u really need to taught being emphatetic one. Sunny you r stronghearted women...deserve applause for being so tolerant which code you as good person to be appreciated more.
Swetha Veerakumar| Hats off to you sunny... Bold and cool women.. sunny is happy and satisfied with her life the way she live.. she has adopted a girl.... even after many years her name will be remembered, not necessarily in a negative sense... But u bald idiot..  I think no heroines are covering from head to toe.. y should she.. if u don't like her career don't let it daughter or your family to be like that.. you don't have any right to make her regret about her past... I loved the way she replied to his bullshit questions...
loveleena virk| Such disrespectful way of interview. Not letting her finish. Not a conversation but an interrogation. Interview should be a curious conversation
John Small| May Allah the Almighty punish that filthy woman.
Aparajita Mitra| Why is this guy such a piece of shit 🤨
llsuperhumanll| the interviewer has a medical condition undiagnosed
llsuperhumanll| who came here after the trailer biopic
Shahab Shah| Shameless man ... Pathetic reporter
Shahab Shah| Brave lady ... And look that Chutiya man ... Desperate man
chaitali verma| wat kind of .. stupidest interviewer is this .man .. idiot illiterate
chaitali verma| sunny leone - A woman ahead of her time...hats off to ur courage,boldness and beautiful inside nature
Priya Khushi| How many of you here after watching this amazing lady web series trailer?? #respectherforwhatsheis
Virtual King| He is such a cheap and stupid fuck person....really ashamed he is an indian
priyanjali chaurasia| Bahanchodh....!!
Agnijita Roy| Kudos to her. She saw a women’s bare body as beauty and not vulgar which is why she chose wht she wntd to ! Shez proud as a women and its so amazing to learn how to prevent negativity frm affecting you frm her !
bunues arz| What do you mean by "in a SAREE"???? Give me a break....can someone tell this guy and the fucking media...India has risen way above the "saree" phenomenon...in which year is he living??60s???
Motivation Magazine| You rock girl!!!!! What an awesome interview!!
Brown Girl| I want to kill this man...he should die..u ugly man asking such disrespectful questions 😡😡 loser!!
Patel Khushbu| She come here for film promotion but this man ask all rubbished questions to her but this lady is strong enough to face this kind man and this man has no respect for women. And he talking about indian our pron consumer such idiot
Gaming Dattu| douchebag :(
Anju Arhat1111| Disliked for bhupendra ......😑😑😑😑Not for sunny..😊😊
Sujit Dushing| This interview is so rude.
Reena dsouza| I respect sunny as woman, I am definately not in your category of "viewers". I respect her as she is Mentally strong ..Change perspective
Jincy Joseph| This guy has been an asshole in whole interview.... 😪
merline p lal| He is so mean
Rida Fatima| I could see tears in her eyes..  shameful man
radiya noor| I wish there was rakhi sawant than then he will never ask this kind of q? In his all life His face full of lal from her slaps
GYPSY CAT| Such practical woman
GYPSY CAT| Kaun married woman sochti hai uska husband ko sunny leone le jayegi😂🤣
gaqa riga| SUNNY PLEASE DONT MIND HIM. HE'S JUST A BEAST.
gaqa riga| i hate that man. is this a way to talk to her. She is always saying she dont regret anything in life ( WHICH IS THE BEST THING).Then why is this interviewer again and again asking stupid question which are full of HATRED for HER. shame on you man.
Hasantha Bernard| ɴɪᴄᴇʟʏ ʜᴀɴᴅʟᴇᴅ ᴀʟʟ ᴛʜᴀᴛ ʙᴇᴀᴛɪɴɢ/ǫᴜᴇsᴛɪᴏɴs ᴛʜʀᴏᴡɴ ᴀᴛ ʜᴇʀ
rashmi mehta| Bhupendra is such an asshole!!!!
Pooja Mohanty| What's the hell wid this reporter..
Abhijeet Singh| Mr Bhupendra Choubey, this would go down as the most shameful interview ever in India Media. Sunny, my respect for your multiplied. You professionalism and dignity WOWed many, including me.
Basavdutta| Damnnn let her speak... u a dumbass interview
Swati Sinha| This reporter is so irritating!!
dhruba intisher| This man really proved why reporters are called scum of the earth...
LIFEtoLIVE /| What ever Sunny has done in her life it's her issue and no one else has the right to judge her decisions, if everyone in India really did hate her she would not have such a huge fan following, she has done great with in the industry releasing around 3 movies per year. This man needs to keep that mouth of his quit and should respectfully apologies to the innocent Sunny Leone over the extreme language that he used to make her feel uncomfortable. Sunny's past should not affect her true fans, as she is also a human and has feelings. We have no idea about the issues she had and therefore have no right to bully her on social media like this. She is a great actress.
dhruba intisher| She's so well spoken!!! Love this queen!
lipika mardi| Koun pagal hai ye admi...what's his problem?  Who sets such stupid question! !
AM Singh| He is such a loser. Loser man. Sunny is just so beautiful inside out. And i am an Indian girl.
AM Singh| He is embarrassing her a lot but she is so graceful to handle. I am a girl and definitely not aspiring/supporting porn or porn stars but i just admire her unapologetic self, confidence and how amazing she is as a human. She is transparent unlike many other who pretend to be sati savitris. Mind you people actresses in bwood are worst than her past put together.
Neelam Kumari| He is pervert Hypocrite I want to abuse thing person He doesn't hv daughter or wht
Sayali Pawar| I like her every answers..its so true.. You are  such a great actor ..👍👍😊..
